event_id,session_id,user_id,timestamp,event_type,action,resource_id,data_volume_mb,access_success,privilege_used,admin_command_type
E000001,S00001,U000,2025-01-01 11:26:00,file_access,read,R002,0.0,False,1,
E000002,S00001,U000,2025-01-01 11:32:00,file_access,read,R004,2.74,True,1,
E000003,S00001,U000,2025-01-01 11:48:00,file_access,read,R002,0.0,False,1,
E000004,S00001,U000,2025-01-01 12:06:00,file_access,read,R003,15.55,True,1,
E000005,S00001,U000,2025-01-01 12:09:00,file_access,read,R002,0.0,False,1,
E000006,S00001,U000,2025-01-01 12:17:00,file_access,read,R004,1.88,True,1,
E000007,S00001,U000,2025-01-01 12:26:00,file_access,read,R021,0.0,False,1,
E000008,S00001,U000,2025-01-01 12:35:00,file_access,read,R005,0.0,False,1,
E000009,S00002,U000,2025-01-01 14:38:00,file_access,read,R003,18.05,True,1,
E000010,S00002,U000,2025-01-01 14:41:00,file_access,read,R038,0.0,False,1,
E000011,S00002,U000,2025-01-01 14:42:00,file_access,read,R002,0.0,False,1,
E000012,S00002,U000,2025-01-01 14:43:00,file_access,write,R003,58.54,True,1,
E000013,S00002,U000,2025-01-01 14:49:00,file_access,read,R003,10.21,True,1,
E000014,S00002,U000,2025-01-01 15:05:00,file_access,read,R005,0.0,False,1,
E000015,S00002,U000,2025-01-01 15:18:00,file_access,read,R036,0.04,True,1,
E000016,S00002,U000,2025-01-01 15:30:00,file_access,read,R031,0.0,False,1,
E000017,S00002,U000,2025-01-01 15:42:00,file_export,export,R005,0.0,False,1,
E000018,S00003,U000,2025-01-01 18:08:00,file_access,read,R005,0.0,False,1,
E000019,S00003,U000,2025-01-01 18:21:00,file_access,write,R000,0.73,True,1,
E000020,S00003,U000,2025-01-01 18:22:00,file_access,read,R027,0.53,True,1,
E000021,S00004,U000,2025-01-02 11:02:00,file_access,read,R009,0.33,True,1,
E000022,S00004,U000,2025-01-02 11:07:00,file_access,read,R005,0.0,False,1,
E000023,S00004,U000,2025-01-02 11:09:00,file_access,write,R000,0.79,True,1,
E000024,S00004,U000,2025-01-02 11:25:00,file_access,read,R030,0.62,True,1,
E000025,S00004,U000,2025-01-02 11:35:00,file_access,read,R001,0.0,False,1,
E000026,S00004,U000,2025-01-02 12:24:00,file_access,read,R002,0.0,False,1,
E000027,S00004,U000,2025-01-02 12:28:00,file_access,read,R003,4.99,True,1,
E000028,S00004,U000,2025-01-02 12:37:00,file_access,read,R013,3.42,True,1,
E000029,S00005,U000,2025-01-03 06:31:00,file_access,read,R033,0.0,False,1,
E000030,S00005,U000,2025-01-03 06:45:00,file_access,read,R004,2.13,True,1,
E000031,S00005,U000,2025-01-03 07:04:00,file_access,read,R002,0.0,False,1,
E000032,S00005,U000,2025-01-03 07:06:00,file_access,read,R002,0.0,False,1,
E000033,S00005,U000,2025-01-03 07:26:00,file_access,read,R004,2.73,True,1,
E000034,S00005,U000,2025-01-03 07:27:00,file_access,read,R005,0.0,False,1,
E000035,S00005,U000,2025-01-03 07:35:00,file_access,read,R003,5.98,True,1,
E000036,S00005,U000,2025-01-03 07:42:00,file_access,read,R024,0.87,True,1,
E000037,S00006,U000,2025-01-04 10:50:00,file_access,read,R004,2.37,True,1,
E000038,S00006,U000,2025-01-04 11:08:00,file_access,read,R038,0.0,False,1,
E000039,S00006,U000,2025-01-04 11:10:00,file_access,read,R005,0.0,False,1,
E000040,S00006,U000,2025-01-04 11:15:00,file_access,write,R033,0.0,False,1,
E000041,S00006,U000,2025-01-04 11:31:00,file_access,read,R002,0.0,False,1,
E000042,S00006,U000,2025-01-04 11:46:00,file_access,read,R004,2.05,True,1,
E000043,S00007,U000,2025-01-06 09:59:00,file_access,read,R000,0.37,True,1,
E000044,S00007,U000,2025-01-06 10:30:00,file_access,read,R003,12.38,True,1,
E000045,S00007,U000,2025-01-06 11:13:00,file_export,export,R002,0.0,False,1,
E000046,S00008,U000,2025-01-07 08:58:00,file_access,read,R026,0.0,False,1,
E000047,S00008,U000,2025-01-07 09:11:00,file_access,read,R005,0.0,False,1,
E000048,S00008,U000,2025-01-07 09:41:00,file_access,read,R021,0.0,False,1,
E000049,S00008,U000,2025-01-07 09:49:00,file_access,read,R032,2.57,True,1,
E000050,S00008,U000,2025-01-07 09:58:00,file_access,write,R025,0.0,False,1,
E000051,S00008,U000,2025-01-07 10:04:00,file_access,read,R004,2.41,True,1,
E000052,S00008,U000,2025-01-07 10:56:00,file_access,read,R005,0.0,False,1,
E000053,S00009,U000,2025-01-08 11:19:00,file_access,write,R000,1.89,True,1,
E000054,S00009,U000,2025-01-08 11:21:00,file_access,read,R003,4.57,True,1,
E000055,S00009,U000,2025-01-08 11:41:00,file_access,read,R013,1.84,True,1,
E000056,S00009,U000,2025-01-08 11:51:00,file_access,write,R002,0.0,False,1,
E000057,S00010,U000,2025-01-10 09:12:00,file_access,read,R003,11.83,True,1,
E000058,S00010,U000,2025-01-10 09:31:00,file_access,read,R004,1.34,True,1,
E000059,S00010,U000,2025-01-10 09:36:00,file_access,read,R004,0.85,True,1,
E000060,S00010,U000,2025-01-10 09:41:00,file_access,read,R031,3.17,True,1,
E000061,S00010,U000,2025-01-10 09:58:00,file_access,read,R004,1.57,True,1,
E000062,S00011,U000,2025-01-10 11:23:00,file_access,read,R007,0.0,False,1,
E000063,S00011,U000,2025-01-10 11:30:00,file_access,write,R003,78.06,True,1,
E000064,S00011,U000,2025-01-10 11:54:00,file_access,read,R026,0.0,False,1,
E000065,S00011,U000,2025-01-10 11:56:00,file_access,read,R003,16.76,True,1,
E000066,S00011,U000,2025-01-10 12:02:00,file_access,read,R000,0.61,True,1,
E000067,S00011,U000,2025-01-10 12:12:00,file_access,read,R002,0.0,False,1,
E000068,S00011,U000,2025-01-10 13:03:00,file_access,write,R004,9.73,True,1,
E000069,S00011,U000,2025-01-10 13:24:00,file_access,write,R002,0.0,False,1,
E000070,S00012,U000,2025-01-14 10:32:00,file_access,write,R010,4.34,True,1,
E000071,S00012,U000,2025-01-14 10:33:00,file_access,read,R005,0.0,False,1,
E000072,S00012,U000,2025-01-14 10:46:00,file_access,write,R003,35.61,True,1,
E000073,S00012,U000,2025-01-14 11:14:00,file_access,write,R000,2.72,True,1,
E000074,S00013,U000,2025-01-15 11:24:00,file_access,read,R003,22.64,True,1,
E000075,S00013,U000,2025-01-15 11:28:00,file_access,read,R005,0.0,False,1,
E000076,S00013,U000,2025-01-15 11:35:00,file_access,read,R004,0.0,False,1,
E000077,S00013,U000,2025-01-15 12:11:00,file_access,read,R000,0.17,True,1,
E000078,S00013,U000,2025-01-15 12:23:00,file_access,read,R000,0.69,True,1,
E000079,S00014,U000,2025-01-15 13:12:00,file_access,read,R007,0.0,False,1,
E000080,S00014,U000,2025-01-15 13:17:00,file_access,read,R009,0.23,True,1,
E000081,S00014,U000,2025-01-15 13:28:00,file_access,read,R005,0.0,False,1,
E000082,S00014,U000,2025-01-15 13:45:00,file_access,read,R003,25.19,True,1,
E000083,S00014,U000,2025-01-15 14:03:00,file_access,write,R005,0.0,False,1,
E000084,S00014,U000,2025-01-15 14:21:00,file_export,export,R015,0.0,False,1,
E000085,S00014,U000,2025-01-15 14:26:00,file_access,read,R002,0.0,False,1,
E000086,S00014,U000,2025-01-15 14:27:00,file_access,read,R004,1.0,True,1,
E000087,S00015,U000,2025-01-15 16:48:00,file_access,read,R002,0.0,False,1,
E000088,S00015,U000,2025-01-15 16:58:00,file_export,export,R005,0.0,False,1,
E000089,S00015,U000,2025-01-15 17:29:00,file_access,read,R009,0.19,True,1,
E000090,S00015,U000,2025-01-15 17:39:00,file_access,write,R003,43.37,True,1,
E000091,S00015,U000,2025-01-15 17:49:00,file_access,write,R036,0.19,True,1,
E000092,S00015,U000,2025-01-15 17:56:00,file_access,read,R004,2.4,True,1,
E000093,S00015,U000,2025-01-15 18:11:00,file_access,write,R015,0.0,False,1,
E000094,S00015,U000,2025-01-15 18:28:00,file_access,read,R023,0.0,False,1,
E000095,S00016,U000,2025-01-16 08:23:00,file_access,read,R005,0.0,False,1,
E000096,S00016,U000,2025-01-16 08:40:00,file_export,export,R011,0.0,False,1,
E000097,S00016,U000,2025-01-16 09:12:00,file_access,read,R004,2.32,True,1,
E000098,S00016,U000,2025-01-16 09:18:00,file_access,read,R019,0.9,True,1,
E000099,S00016,U000,2025-01-16 09:26:00,file_access,read,R004,2.08,True,1,
E000100,S00017,U000,2025-01-16 10:38:00,file_access,read,R014,0.0,False,1,
E000101,S00017,U000,2025-01-16 10:41:00,file_export,export,R002,0.0,False,1,
E000102,S00017,U000,2025-01-16 10:50:00,file_access,read,R003,15.67,True,1,
E000103,S00018,U000,2025-01-16 12:35:00,file_access,read,R002,0.0,False,1,
E000104,S00018,U000,2025-01-16 12:51:00,file_access,read,R004,2.09,True,1,
E000105,S00018,U000,2025-01-16 12:52:00,file_access,read,R005,0.0,False,1,
E000106,S00018,U000,2025-01-16 12:59:00,file_access,read,R003,18.2,True,1,
E000107,S00018,U000,2025-01-16 13:04:00,file_access,read,R002,0.0,False,1,
E000108,S00019,U000,2025-01-17 09:48:00,file_access,read,R002,0.0,False,1,
E000109,S00019,U000,2025-01-17 10:12:00,file_access,read,R003,22.03,True,1,
E000110,S00019,U000,2025-01-17 10:20:00,file_access,read,R005,0.0,False,1,
E000111,S00019,U000,2025-01-17 10:25:00,file_access,read,R031,2.18,True,1,
E000112,S00019,U000,2025-01-17 10:36:00,file_access,read,R005,0.0,False,1,
E000113,S00019,U000,2025-01-17 10:42:00,file_access,read,R030,0.27,True,1,
E000114,S00020,U000,2025-01-20 06:27:00,file_access,write,R011,0.0,False,1,
E000115,S00020,U000,2025-01-20 07:03:00,file_access,read,R004,1.56,True,1,
E000116,S00020,U000,2025-01-20 07:11:00,file_access,read,R003,24.98,True,1,
E000117,S00021,U000,2025-01-21 10:32:00,file_access,read,R003,6.5,True,1,
E000118,S00021,U000,2025-01-21 10:34:00,file_access,read,R033,0.0,False,1,
E000119,S00021,U000,2025-01-21 10:39:00,file_access,read,R001,0.0,False,1,
E000120,S00021,U000,2025-01-21 10:43:00,file_access,write,R003,67.66,True,1,
E000121,S00021,U000,2025-01-21 11:00:00,file_access,read,R005,0.0,False,1,
E000122,S00022,U000,2025-01-21 13:06:00,file_access,write,R003,50.25,True,1,
E000123,S00022,U000,2025-01-21 13:11:00,file_access,read,R017,0.0,False,1,
E000124,S00022,U000,2025-01-21 13:26:00,file_access,write,R004,11.98,True,1,
E000125,S00023,U000,2025-01-22 09:42:00,file_access,read,R000,0.44,True,1,
E000126,S00023,U000,2025-01-22 09:48:00,file_access,read,R029,0.0,False,1,
E000127,S00023,U000,2025-01-22 10:02:00,file_access,read,R000,0.26,True,1,
E000128,S00023,U000,2025-01-22 10:03:00,file_access,write,R002,0.0,False,1,
